System	Client	IMEI	Vehicle	Plate Number	Chassis	Days Since Last Report	Last Report Date
SecurePath	N/A	356173062349985	N/A	N/A	N/A	32	2020-06-07T12:10:09+04:00
SecurePath	N/A	356173069059280	N/A	N/A	N/A	135	2020-02-25T10:08:58+04:00
SecurePath	FAST RENT A CAR	356173062953596	KIA CERATO	KNAFK4110G5474074	KNAFK4110G5474074	N/A	N/A
SecurePath	FAST RENT A CAR	356173062095588	HYUNDAI ACCENT	Q10484	KMHCT41DXFU813596	N/A	N/A
SecurePath	FAST RENT A CAR	356173062071092	FORD FIGO	E87523	MAJFKBGZ0KTE87523	120	2020-03-11T12:17:23+04:00
SecurePath	LEASE PLAN EMIRATES LLC	356173062865451	MERCEDES-BENZ GLC-CLASS 300	WDC0J8EB2LF689282	WDC0J8EB2LF689282	114	2020-03-17T19:15:07+04:00
SecurePath	FAST RENT A CAR	356173062849596	TOYOTA HILUX	G64809	MR0HX8CD5G1357546	148	2020-02-12T18:55:18+04:00
SecurePath	LEASE PLAN EMIRATES LLC	356173063407253	TOYOTA RAV-4	I34921	JTDW13FV5KD509041	113	2020-03-18T10:34:38+04:00
SecurePath	MASSAR SOLUTIONS - DEVICE ONLY	461461461461461	FORD ECOSPORT	J35649	MAJFK2BA1HAA87122	N/A	N/A
SecurePath	FAST RENT A CAR	356173061713090	VOLKSWAGEN TRANSPORTER	O93179	WV1DMYSV6HH153708	107	2020-03-24T10:54:02+04:00
SecurePath	FAST RENT A CAR	356307048765365	CHEVROLET IMPALA	Q20079	2G1175S37F9167015	135	2020-02-25T09:42:17+04:00
SecurePath	FAST RENT A CAR	356307047649412	MITSUBISHI ATTRAGE	Q38368	MMBSTA13AEH012011	565	2018-12-22T21:10:55+04:00
SecurePath	FAST RENT A CAR	356307048773708	FORD FIGO	MAJFKBGZ5KTE89719	MAJFKBGZ5KTE89719	106	2020-03-25T08:22:55+04:00
SecurePath	N/A	356173067762570	N/A	N/A	N/A	135	2020-02-25T11:04:04+04:00
SecurePath	LEASE PLAN EMIRATES LLC	356173062491019	TOYOTA YARIS	AD63151-16	MHFBT9F33G6064633	113	2020-03-18T16:01:32+04:00
SecurePath	FAST RENT A CAR	356173067560396	TOYOTA YARIS	S21468	MR2KW9F3XG1114517	1451	2016-07-19T20:56:15+04:00
SecurePath	FAST RENT A CAR	356307047640809	FORD FIGO 	R23976	MAJFKBFZ1LTT32494	115	2020-03-16T14:23:05+04:00
SecurePath	FAST RENT A CAR	356307048916976	MAZDA 6	B25142	JM7GJ4S73F1137942	7	2020-07-02T19:36:44+04:00
SecurePath	N/A	865733029320447	N/A	N/A	N/A	136	2020-02-24T16:01:40+04:00
SecurePath	N/A	356173066602637	N/A	N/A	N/A	136	2020-02-25T01:29:33+04:00
SecurePath	FAST RENT A CAR	356173062956474	FORD FIGO	R23918	MAJFKBFZXLTT31831	107	2020-03-24T23:06:30+04:00
SecurePath	FAST RENT A CAR	356173062379149	TOYOTA YARIS	S21471	MR2KW9F31G1114695	138	2020-02-22T21:00:31+04:00
SecurePath	N/A	356307048772551	N/A	N/A	N/A	407	2019-05-29T21:14:47+04:00
SecurePath	FAST RENT A CAR	356173061045410	HONDA ACCORD	B65341	LUCCR2628F3402780	N/A	N/A
SecurePath	FAST RENT A CAR	356173062926048	NISSAN URVAN	JN6BE6AS6G9003324	JN6BE6AS6G9003324	106	2020-03-25T09:39:09+04:00
SecurePath	FAST RENT A CAR	356173062771527	KIA RIO	O37046	KNADM512XE6901333	181	2020-01-10T21:03:20+04:00
SecurePath	FAST RENT A CAR	356307047687826	KIA SPORTAGE	Q38390	U5YPB81A5FL568060	43	2020-05-27T13:56:09+04:00
SecurePath	FAST RENT A CAR	356307048764483	FORD FIGO 	R23959	MAJFKBFZ3LTT35350	113	2020-03-18T17:33:00+04:00
SecurePath	N/A	356173062524025	N/A	N/A	N/A	19	2020-06-20T16:34:42+04:00
SecurePath	N/A	356173063064179	N/A	N/A	N/A	123	2020-03-08T11:47:00+04:00
SecurePath	FAST RENT A CAR	356307047602767	TOYOTA AVANZA	MHKMF52F8GK001531	MHKMF52F8GK001531	210	2019-12-12T20:45:53+04:00
SecurePath	FAST RENT A CAR	356307048841042	MITSUBISHI LANCER	Q24483	JMYSRCY1AFU715518	135	2020-02-25T06:55:14+04:00
SecurePath	FAST RENT A CAR	356307048918006	MITSUBISHI L200	O58650	MMBJNKJ40GH059766	106	2020-03-25T08:21:34+04:00
SecurePath	LEASE PLAN EMIRATES LLC	356173062843144	TOYOTA FORTUNER	J00916	MHFDX8FS9J0091666	107	2020-03-24T22:47:35+04:00
SecurePath	MASSAR SOLUTIONS - DEVICE ONLY	356173062223230	FORD ECOSPORT	J19459	MAJFK2BA8HAA87134	N/A	N/A
SecurePath	MASSAR SOLUTIONS - DEVICE ONLY	356173066295721	TOYOTA YARIS	W42826	MR2K19F32J1041603	203	2019-12-19T13:12:32+04:00
SecurePath	N/A	356173062332395	N/A	N/A	N/A	43	2020-05-27T11:37:43+04:00
SecurePath	FAST RENT A CAR	356307047642045	FORD ECOSPORT	P45916	MAJFK1BZ7KAE68853	136	2020-02-25T00:15:09+04:00
SecurePath	FAST RENT A CAR	356173067552773	TOYOTA YARIS	S21464	MR2KW9F35G1114022	1652	2015-12-31T12:52:31+04:00
SecurePath	FAST RENT A CAR	356173062922070	KIA OPTIMA	R51572	KNAGM4129G5660123	248	2019-11-04T20:00:27+04:00
SecurePath	N/A	356173061013939	N/A	N/A	N/A	31	2020-06-08T10:47:29+04:00
SecurePath	FAST RENT A CAR	356173061753096	TOYOTA YARIS	S21446	MR2KW9F38G1107601	125	2020-03-06T21:10:50+04:00
SecurePath	FAST RENT A CAR	356307048839806	FORD FIGO 	R23968	MAJFKBFZ6LTT37321	106	2020-03-25T09:26:43+04:00
SecurePath	FAST RENT A CAR	356173061931635	NISSAN URVAN	H40421	JN6BE6DS6H9040421	184	2020-01-07T20:49:50+04:00
SecurePath	FAST RENT A CAR	356173067748256	NISSAN SUNNY	J34948	MDHBN7AD1GG722132	135	2020-02-25T10:21:13+04:00
SecurePath	FAST RENT A CAR	356307049850745	NISSAN MICRA	C41096	MDHAK3CR9GG505370	135	2020-02-25T11:04:58+04:00
SecurePath	FAST RENT A CAR	356173062842773	MITSUBISHI L200	R82661	MMBJNKL40GH007783	106	2020-03-25T08:51:51+04:00
SecurePath	FAST RENT A CAR	356173060779548	NISSAN PVAN	JN6BE6AS5G9005002	JN6BE6AS5G9005002	205	2019-12-17T13:05:02+04:00
SecurePath	LEASE PLAN EMIRATES LLC	356173061696873	MITSUBISHI PAJERO	V45518	JE4MR62N8HJ720841	106	2020-03-25T09:04:34+04:00
SecurePath	LEASE PLAN EMIRATES LLC	356173062069104	KIA SELTOS 	AD57993-12	MZBEP8142LN085540	109	2020-03-22T08:08:08+04:00
SecurePath	FAST RENT A CAR	356173063074855	Kia Rio Hatchback	Q48178	KNADM5122G6743900	48	2020-05-22T10:29:46+04:00
SecurePath	LEASE PLAN EMIRATES LLC	356173061716085	MAZDA CX9 	W78542	JM5TCAWY3K0310782	14	2020-06-25T16:57:13+04:00
SecurePath	FAST RENT A CAR	356173062873364	KIA RIO	R54862	KNADM5129G6743988	17	2020-06-22T09:20:39+04:00
SecurePath	MASSAR SOLUTIONS - DEVICE ONLY	356173066601522	TOYOTA HIACE	JTGSX22P3J6196205	JTGSX22P3J6196205	135	2020-02-25T10:50:01+04:00
SecurePath	N/A	356307048700008	N/A	N/A	N/A	182	2020-01-09T13:03:04+04:00
SecurePath	FAST RENT A CAR	356173061563438	FORD FIGO	E89714	MAJFKBGZ6KTE89714	281	2019-10-02T15:20:14+04:00
SecurePath	FAST RENT A CAR	356173062925404	TOYOTA HIACE	JTFHX02P0E0089561	JTFHX02P0E0089561	271	2019-10-12T13:52:37+04:00
SecurePath	N/A	356173031313131	N/A	N/A	N/A	N/A	N/A
SecurePath	FAST RENT A CAR	356173061147067	VOLKSWAGEN TRANSPORTER	O96717	WV1DMYSV8HH154150	113	2020-03-18T06:57:22+04:00
SecurePath	FAST RENT A CAR	356173061366329	KIA RIO	P91673	KNADM5127G6744234	106	2020-03-25T09:39:37+04:00
SecurePath	N/A	356173062440545	N/A	N/A	N/A	49	2020-05-21T16:37:27+04:00
SecurePath	FAST RENT A CAR	356173063485465	FORD ESCORT	R23765	LVSFFBFU6LSJ86590	106	2020-03-25T08:30:24+04:00
SecurePath	N/A	865733023638893	N/A	N/A	N/A	64	2020-05-06T09:36:20+04:00
SecurePath	LEASE PLAN EMIRATES LLC	356173062271486	NISSAN URVAN 	S92532	JN6BE6AS8G9003664	N/A	N/A
SecurePath	FAST RENT A CAR	356173063477470	FORD FIGO	R23829	MAJFKBFZ6LTT38355	147	2020-02-13T23:02:19+04:00
SecurePath	FAST RENT A CAR	356307048795016	FORD ECOSPORT	MAJFK1BZ9LAM48909	MAJFK1BZ9LAM48909	106	2020-03-25T07:24:09+04:00
SecurePath	FAST RENT A CAR	356173061148461	KIA RIO	Q89871	KNADM5126G6744354	79	2020-04-22T01:59:59+04:00
SecurePath	N/A	356173061402793	N/A	N/A	N/A	60	2020-05-10T10:38:36+04:00
SecurePath	N/A	356173063218452	N/A	N/A	N/A	18	2020-06-21T10:25:27+04:00
SecurePath	N/A	356173062259986	N/A	N/A	N/A	18	2020-06-21T11:11:26+04:00
SecurePath	N/A	356173062877902	N/A	N/A	N/A	79	2020-04-21T05:39:02+04:00
SecurePath	FAST RENT A CAR	356173066611802	HYUNDAI ACCENT	Q10490	KMHCT41D6FU813630	926	2017-12-26T14:14:25+04:00
SecurePath	N/A	356307047704522	N/A	N/A	N/A	729	2018-07-11T12:11:45+04:00
SecurePath	MASSAR SOLUTIONS - DEVICE ONLY	356173062524504	TOYOTA HIACE	JTFPX22P1J0085181	JTFPX22P1J0085181	135	2020-02-25T11:04:47+04:00
SecurePath	N/A	356173305106016	N/A	N/A	N/A	N/A	N/A
SecurePath	N/A	356173062237214	N/A	N/A	N/A	49	2020-05-21T10:59:16+04:00
SecurePath	FAST RENT A CAR	356173061395492	TOYOTA YARIS	S21465	MR2KW9F39G1107249	1451	2016-07-19T22:15:14+04:00
SecurePath	LEASE PLAN EMIRATES LLC	356173061453960	TOYOTA FORTUNER	C30439	MHFYU59G5F7047338	113	2020-03-19T02:15:25+04:00
SecurePath	FAST RENT A CAR	356173062416081	MITSUBISHI PICKUP	M49607	MMBJNKJ40GH059771	106	2020-03-25T09:38:45+04:00
SecurePath	FAST RENT A CAR	356307049844037	FORD FIGO	R23975	MAJFKBFZXLTT32493	106	2020-03-25T06:10:15+04:00
SecurePath	N/A	356173066295556	N/A	N/A	N/A	135	2020-02-25T11:04:40+04:00
SecurePath	FAST RENT A CAR	356173062853531	FORD EDGE	R23704	2FMPK4G90KBC13225	106	2020-03-25T09:09:22+04:00
SecurePath	FAST RENT A CAR	356173062884379	NISSAN URVAN	Q83705	JN6BE6DS6F9013149	106	2020-03-25T09:39:43+04:00
SecurePath	FAST RENT A CAR	356173062969964	KIA RIO	R54851	KNADM5120G6743880	14	2020-06-25T19:40:43+04:00
SecurePath	FAST RENT A CAR	356173062465617	FORD FIGO 	R24021	MAJFKBGZ9LTT37344	106	2020-03-25T08:22:31+04:00
SecurePath	N/A	356173067799374	N/A	N/A	N/A	135	2020-02-25T10:54:46+04:00
Wialon	LEASE PLAN EMIRATES LLC	866710030922279	TOYOTA FORTUNER	AD41205-11	MHFDX8FS1K0093963	116	2020-03-15T13:51:42+04:00
Wialon	LEASE PLAN EMIRATES LLC	866710030948258	TOYOTA HILUX	AD50842-17	MR0JX9CD6K4085247	42	2020-05-28T13:30:34+04:00
Wialon	LEASE PLAN EMIRATES LLC	866710030937889	TOYOTA TOYOTA	AD67810-11	MHFDX8FSXK0093461	60	2020-05-10T18:52:18+04:00
Wialon	LEASE PLAN EMIRATES LLC	866710030947748	TOYOTA CAMRY	AD73342-13	JTNB29HK4K3014803	8	2020-07-01T09:01:38+04:00
Wialon	LEASE PLAN EMIRATES LLC	866710030922352	TOYOTA PRIUS HYBRID	8319072	JTDKB3FU3J3583534	18	2020-06-21T06:41:48+04:00
Wialon	LEASE PLAN EMIRATES LLC	866710030973660	TOYOTA FORTUNER	AD58128-6	MHFDX8FS8K0093376	64	2020-05-06T09:40:54+04:00
Wialon	SOBHA ENGINEERING & CONTRACTING LLC	356173062055061	HINO 700S	F15497	JHDSV1EM191S10768	94	2020-04-06T21:49:37+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356173062225391	#N/A	AMN-APU-04-GED-0250-009	#N/A	36	2020-06-03T13:53:50+04:00
Wialon	N/A	868324021221663	N/A	N/A	N/A	10	2020-06-29T12:01:23+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356173062972554	ASHOK LEYLAND	10727-2	MB1PBEJA382127251	14	2020-06-25T13:47:09+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356173062907725	ASHOK LEYLAND	92387-2	WMH073080	259	2019-10-24T14:39:35+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356307048797475	NISSAN URVAN	I-77018	JN6FE54S07X440934	14	2020-06-25T14:10:37+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356307049847261	NISSAN NISSAN	AD88155-2	JN6BE6DS1E9002641	370	2019-07-05T19:37:49+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356307047629372	TATA BUS	S52707	MAT38906670L01622	23	2020-06-16T15:11:35+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	865733024139248	VOLKSWAGEN TRANSPORTER	V17609	WV1ZBB7H0BH060959	106	2020-03-26T04:30:15+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356173063414358	FORD FORD ESCAPE	F/  60257	1FMCU9DG8CKB97985	16	2020-06-23T13:02:08+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356173061363888	TOYOTA TOYOTA COROLLA	28256-5	RKLBB42E598000869	324	2019-08-20T08:12:27+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356173062069740	TOYOTA YARIS	AD50278-14	MR2BT9F32F1138530	17	2020-06-22T14:06:30+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356173062070375	HONDA ODYSSEY	M74691	5KBRL5863DB702293	8	2020-07-01T23:41:18+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	862462039363352	JCB 3CX 	AMN-E-006	JCB4CXSMK70980783	14	2020-06-25T08:04:01+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	862462039103204	CATERPILLAR 424D .	P39877	CAT0422EVHBE02309	15	2020-06-24T15:04:43+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	865733029311370	MACHINERY MACHINERY	DXB06LSM0001003	DXB06LSM0001003	22	2020-06-17T18:59:16+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	862462039830137	Somero S-940TM	APU-06-LSM-0010-001|NIL	49041-0716	166	2020-01-25T08:38:57+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	865733024874539	SOMERO SXP-132	-	30132-0106	28	2020-06-12T03:10:51+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	865733024139354	CATEPILLAR BACK LOADER	10724-2	CAT0950HCM1G01268	16	2020-06-23T15:35:26+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	862462037956082	MANITOU 200ATJ	AMN-APU-05-BLD-0020-001	965273	19	2020-06-20T10:53:40+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	862462037820452	DULEVO CLEANING MACHINE	AMN-E-107	NULL	19	2020-06-20T17:08:38+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	868324020227612	CATEPILLAR BACK LOADER	I96480	APU01SLD0008019	32	2020-06-07T09:48:00+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	865733024107401	SOMERO LASER SCREED	CHSS-36525-1217	36525-1217	8	2020-07-01T11:29:39+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356307047629455	MITSUBISHI MITSUBISHI CANTER	C57792	JL7BCF1J97K033066	31	2020-06-08T14:28:39+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356173062869438	MITSUBISHI CANTER	68106	JL7BCE1J78K002884	136	2020-02-24T12:45:37+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356307048770407	TOYOTA HILUX	O45868	MR0FX22G081310796	33	2020-06-06T07:53:51+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356173061105271	MITSUBISHI MITSUBISHI CANTER	AD91695-2	MMBJNKB50DD028079	9	2020-06-30T15:04:30+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	356307048921075	NISSAN PICKUP	1-72490	3N6DD23Y0FK044968	7	2020-07-02T18:06:26+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	862462038112479	TOYOTA HILUX	2/ 73446	MR0HX8CD1H1368397	328	2019-08-16T16:47:32+04:00
Wialon	AMANA STEEL BUILDINGS CONTRACTING LLC	862462038211966	tATA wATER tANKER	72310	MAT39500492L00532	14	2020-06-25T07:08:07+04:00
Wialon	FOCUS SOFTNET FZ LLC - DEMO	865209039454443	MITSUBISHI 2016	2/89559	JL6B6G6P7GK005108	8	2020-07-01T06:48:31+04:00
Wialon	SOBHA ENGINEERING & CONTRACTING LLC	356307047570089	TOYOTA HILUX	J84606	MR0EW12G583008966	286	2019-09-27T10:52:11+04:00
Wialon	BVM TRANSPORT LLC	867459040950610	SCANIA 420	S75187	YS2P4X200H5438089	127	2020-03-05T00:59:24+04:00
Wialon	LEASE PLAN EMIRATES LLC	865733023790488	CHEVROLET TAHOE	AD28433-14	1GNSK7EC0LR133752	18	2020-06-21T19:41:29+04:00
Wialon	LEASE PLAN EMIRATES LLC	866710030886003	Toyota PRIUS	AD29833-13	JTDKB3FU3J3584182	121	2020-03-10T10:02:54+04:00
Wialon	LEASE PLAN EMIRATES LLC	860922041126271	NISSAN URVAN 	AD36569-7	JN6BE6BS0L9031399	21	2020-06-18T05:33:50+04:00
Wialon	LEASE PLAN EMIRATES LLC	860922040739231	NISSAN URVAN	AD36575-7	JN6BE6BS1L9031363	23	2020-06-16T15:51:40+04:00
Wialon	LEASE PLAN EMIRATES LLC	860922041075379	NISSAN URVAN	AD36658-7	JN6BE6BS4L9031356	24	2020-06-15T14:13:08+04:00
Wialon	LEASE PLAN EMIRATES LLC	862846042690928	NISSAN URVAN 	AD36705-7	JN6BE6BS4L9031390	24	2020-06-15T14:04:38+04:00
Wialon	LEASE PLAN EMIRATES LLC	865532049961267	NISSAN URVAN	AD36926-9	JN6BE6BS3L9031302	10	2020-06-29T10:46:32+04:00
Wialon	LEASE PLAN EMIRATES LLC	865532049966621	NISSAN URVAN	AD36927-9	JN6BE6BS1L9031301	25	2020-06-14T11:10:42+04:00
Wialon	LEASE PLAN EMIRATES LLC	860922040887030	NISSAN URVAN	AD37986-7	JN6BE6BS7L9031352	84	2020-04-16T15:20:58+04:00
Wialon	LEASE PLAN EMIRATES LLC	860922041072996	NISSAN SUNNY	AD59412-7	MDHBN7AD1LG699350	22	2020-06-17T10:46:40+04:00
Wialon	LEASE PLAN EMIRATES LLC	865532049869643	NISSAN URVAN	AD59574-5	JN6BE6BS5L9031222	31	2020-06-08T17:17:44+04:00
Wialon	N/A	865532049961184	N/A	N/A	N/A	38	2020-06-01T13:05:18+04:00
Wialon	N/A	865532049905025	N/A	N/A	N/A	38	2020-06-01T13:12:42+04:00
Wialon	LEASE PLAN EMIRATES LLC	865532049849868	MITSUBISHI L200	AD68643-8	MMBMG45H0JHO14822	10	2020-06-29T19:03:48+04:00
Wialon	LEASE PLAN EMIRATES LLC	866710030985128	MITSUBISHI L200	C31390	MMBMG45H0KH034859	232	2019-11-20T16:08:12+04:00
Wialon	LEASE PLAN EMIRATES LLC	866710030888223	MITSUBISHI L200	C67075	MMBMG45H5KH033822	232	2019-11-20T12:28:02+04:00
Wialon	LEASE PLAN EMIRATES LLC	356173062358663	MITSUBISHI L200 	C67091	MMBMG45H1KH039228	142	2020-02-18T11:34:24+04:00
Wialon	LEASE PLAN EMIRATES LLC	866710030844572	MITSUBISHI L200	C67169	MMBMG45H9KH110353	98	2020-04-02T23:10:00+04:00
Wialon	LEASE PLAN EMIRATES LLC	865532049967512	MITSUBISHI L200	C71092	MMBMG45H4LH002336	71	2020-04-29T08:56:26+04:00
Wialon	LEASE PLAN EMIRATES LLC	865532049913250	HINO	JHHMCN3H2LK033501	JHHMCN3H2LK033501	16	2020-06-23T17:39:30+04:00
Wialon	LEASE PLAN EMIRATES LLC	865532049903178	HINO TRUCK 300	JHHMCN3H3LK033619	JHHMCN3H3LK033619	7	2020-07-02T18:01:20+04:00
Wialon	LEASE PLAN EMIRATES LLC	865532049905553	HINO TRUCK 300	JHHMCN3H3LK033703	JHHMCN3H3LK033703	10	2020-06-29T16:47:32+04:00
Wialon	LEASE PLAN EMIRATES LLC	865532049850155	HINO	JHHMCN3H6LK033789	JHHMCN3H6LK033789	10	2020-06-29T17:03:20+04:00
Wialon	LEASE PLAN EMIRATES LLC	860922041115241	HINO	JHHMCN3H7LK033526	JHHMCN3H7LK033526	10	2020-06-29T17:57:12+04:00
Wialon	FAJ TRANSPORT LLC	356173062854372	FORD FOCUS	H 90359	WF0BB2MF9ELP61495	221	2019-12-01T16:10:14+04:00
Wialon	FAST RENT A CAR	356307047619282	MITSUBISHI ROSA	V34839	JL5B3G6P9GRP21299	39	2020-05-31T08:18:49+04:00
Wialon	FAST RENT A CAR	356307048797533	MITSUBISHI ROSA	V34851	JL5B3G6P3GRP21332	766	2018-06-04T14:06:15+04:00
Wialon	N/A	356173060823080	N/A	N/A	N/A	68	2020-05-02T14:37:38+04:00
Wialon	N/A	356173061145954	N/A	N/A	N/A	68	2020-05-02T15:13:57+04:00
Wialon	N/A	356173061713686	N/A	N/A	N/A	68	2020-05-02T14:06:02+04:00
Wialon	N/A	356173062069880	N/A	N/A	N/A	N/A	N/A
Wialon	N/A	356173062243105	N/A	N/A	N/A	68	2020-05-02T14:46:38+04:00
Wialon	N/A	356307047588875	N/A	N/A	N/A	110	2020-03-21T15:38:14+04:00
Wialon	N/A	356307047630529	N/A	N/A	N/A	68	2020-05-02T15:23:07+04:00
Wialon	N/A	356307048928435	N/A	N/A	N/A	68	2020-05-02T13:32:08+04:00
Wialon	N/A	356307049891988	N/A	N/A	N/A	68	2020-05-02T16:10:10+04:00
Wialon	FAST RENT A CAR	356307047638027	HYUNDAI UNIVERSE 	N18693	KMJKG18BXCC908128	7	2020-07-02T12:34:55+04:00
Wialon	LEASE PLAN EMIRATES LLC	868345032037780	N/A	N/A	N/A	326	2019-08-18T15:54:24+04:00
Wialon	N/A	868345032056194	N/A	N/A	N/A	327	2019-08-17T11:38:43+04:00
Wialon	LEASE PLAN EMIRATES LLC	867793030497707	N/A	N/A	N/A	51	2020-05-19T16:26:39+04:00
Wialon	GULF INDUSTRIAL SERVICES COMPANY - GISCO L.L.C.	865733024146615	TOYOTA	84261-2	MR0DX9CD5K2635899	116	2020-03-15T13:45:48+04:00
Wialon	GULF CARE PEST CONTROL SERVICES L.L.C.	865532049878289	TOYOTA	AD40520-6	JTGJX02P1A5016080	35	2020-06-04T10:52:34+04:00
Wialon	N/A	865733024877094	N/A	N/A	N/A	126	2020-03-05T13:22:32+04:00
Wialon	LEASE PLAN EMIRATES LLC	865733023672553	NISSAN ALTIMA	AD39047-15	1N4AL3A99JC237523	121	2020-03-10T18:46:57+04:00
Wialon	LEASE PLAN EMIRATES LLC	356307047564611	VOLKSWAGEN PASSAT	AD-39448-15	WVWAR7A33GC000773	121	2020-03-10T10:20:50+04:00
Wialon	LEASE PLAN EMIRATES LLC	356307047717003	TOYOTA FORTUNER	AD53407-5	MHFDX8FS8H0083367	18	2020-06-21T11:00:42+04:00
Wialon	LEASE PLAN EMIRATES LLC	862462039275390	MITSUBISHI PAJERO	7/57495	JE4MR62N1HJ720700	94	2020-04-06T09:02:39+04:00
Wialon	LEASE PLAN EMIRATES LLC	356307048921893	KIA SELTOS	AD58714-12	MZBEP8142LN085554	29	2020-06-10T14:20:46+04:00
Wialon	LEASE PLAN EMIRATES LLC	862462039356711	Chevrolet Traverse	AD67124-0	1GNER8KW4JJ244930	51	2020-05-19T13:30:16+04:00
Wialon	LEASE PLAN EMIRATES LLC	356173062516955	BMW X1	AD71407-0	WBAJG3A03K3H23343	116	2020-03-15T22:46:43+04:00
Wialon	N/A	356173062339648	N/A	N/A	N/A	38	2020-06-01T11:31:12+04:00
Wialon	LEASE PLAN EMIRATES LLC	356173062182899	VOLKSWAGEN TIGUAN	10 84665	WVGCE2AX5GW045251	11	2020-06-28T16:09:39+04:00
Wialon	LEASE PLAN EMIRATES LLC	865733023788979	NISSAN ALTIMA	AD91382-9	1N4AL3A97JC292987	92	2020-04-09T01:29:41+04:00
Wialon	LEASE PLAN EMIRATES LLC	862462039464069	NISSAN TIIDA	AD97239-16	MNTBC2C96G6009484	N/A	N/A
Wialon	LEASE PLAN EMIRATES LLC	356173062490946	TOYOTA FORTUNER	AD53349-5	MHFDX8FS8H0084279	59	2020-05-11T09:11:04+04:00
Wialon	LEASE PLAN EMIRATES LLC	862462039459028	TOYOTA RAV4	C57846	JTMDF4EV2JD226417	68	2020-05-02T16:29:14+04:00
Wialon	SOBHA ENGINEERING & CONTRACTING LLC	356173062855023	TOYOTA HILUX	J84601	MR0EW12G383009288	91	2020-04-10T00:21:56+04:00
Wialon	QUICK REGISTRATION	865733024937310	SUZUKI APV APV	G28119	MHYDN7A50FJ400905	101	2020-03-30T05:19:06+04:00
Wialon	QUICK REGISTRATION	865733023641244	SUZUKI APV APV	N13387	MHYDN71V5CJ304442	28	2020-06-11T06:30:30+04:00
Wialon	SOBHA ENGINEERING & CONTRACTING LLC	356173061705534	TOYOTA CAMRY	E33574	6T1BF9FK8EX486429	10	2020-06-29T22:17:03+04:00
Wialon	SOBHA ENGINEERING & CONTRACTING LLC	356173062467670	#N/A	J84605	#N/A	84	2020-04-16T11:07:30+04:00
Wialon	SOBHA HORTICULTURE & LANDSCAPING LLC	356173062873380	NISSAN MICRA	V48218	JN6BE6DS4J9060446	295	2019-09-18T19:29:56+04:00
Wialon	SOBHA ENGINEERING & CONTRACTING LLC	356307048796014	TOYOTA CAMRY	B80611	6T1BF9FK5EX494469	234	2019-11-19T04:18:14+04:00
Wialon	N/A	356173062965491	N/A	N/A	N/A	N/A	N/A
Wialon	N/A	356173063487776	N/A	N/A	N/A	N/A	N/A
Wialon	N/A	356173062037358	N/A	N/A	N/A	N/A	N/A
Wialon	N/A	356173305106035	N/A	N/A	N/A	N/A	N/A
Wialon	AL SHOWEIHAT CONTRACTING - SIM CARDS ONLY	867965023825587	#N/A	TR-22	#N/A	35	2020-06-04T15:05:34+04:00
Wialon	AL SHOWEIHAT CONTRACTING - SIM CARDS ONLY	865328024658766	#N/A	TR-23	#N/A	697	2018-08-13T02:26:29+04:00
Wialon	AL SHOWEIHAT CONTRACTING - SIM CARDS ONLY	865328024620501	#N/A	TR-25	#N/A	565	2018-12-22T17:43:32+04:00
Wialon	AL SHOWEIHAT CONTRACTING - SIM CARDS ONLY	865328024668211	#N/A	TR-33	#N/A	269	2019-10-14T18:42:40+04:00
Wialon	AL SHOWEIHAT CONTRACTING - SIM CARDS ONLY	865328024607557	#N/A	TR-34	#N/A	135	2020-02-25T17:16:20+04:00
